Pclass,Sex,Age,SibSp,Parch,Fare,Embarked
1.0,male,0.5160523174157303,0.125,0.16666666666666666,0.029757819776815374,C
0.5,female,0.5000000000000001,0.0,0.0,0.020494635090094415,S
1.0,male,0.25,0.0,0.0,0.015923941091001644,S
1.0,female,0.20000000000000004,0.5,0.3333333333333333,0.015468569817999833,S
1.0,male,0.42500000000000004,0.25,0.0,0.016908073949327893,S
0.5,male,0.5750000000000001,0.0,0.0,0.020494635090094415,S
1.0,female,0.17500000000000002,0.625,0.3333333333333333,0.09154270340242172,S
0.5,male,0.30000000000000004,0.0,0.0,0.1434624456306609,S
1.0,male,0.42500000000000004,0.125,0.0,0.028212719478023115,C
1.0,male,0.5750000000000001,0.0,0.0,0.11027245763075773,S
1.0,male,0.4,0.0,0.0,0.014931805565640218,S
1.0,male,0.5160523174157303,0.0,0.0,0.015411575213749286,S
1.0,male,0.5160523174157303,0.0,0.0,0.015712553569072387,S
1.0,female,0.525,0.0,0.0,0.024349578357040744,S
1.0,male,0.32500000000000007,0.0,0.0,0.017566830077223785,S
1.0,male,0.5000000000000001,0.0,0.0,0.018542765081513996,S
1.0,female,0.5160523174157303,0.0,0.0,0.015200187691820024,Q
0.0,male,0.4750000000000001,0.0,0.0,0.09193307740413781,S
0.5,female,0.20000000000000004,0.0,0.0,0.020494635090094415,S
1.0,female,0.6000000000000001,0.375,0.0,0.030937139635999665,S
1.0,male,0.17500000000000002,0.125,0.5,0.06709553154495196,S
1.0,male,0.5160523174157303,0.0,0.0,0.015712553569072387,S
0.0,female,0.3500000000000001,0.375,0.3333333333333333,0.5133418122566507,S
1.0,male,0.3750000000000001,0.0,0.0,0.015712553569072387,S
1.0,male,0.5000000000000001,0.0,0.0,0.015712553569072387,S
1.0,male,0.275,0.0,0.0,0.015330377421392339,S
0.0,male,0.9250000000000002,0.125,0.0,0.11940564777490723,S
1.0,male,0.42500000000000004,0.125,0.3333333333333333,0.04015972542654215,S
1.0,male,0.5160523174157303,0.0,0.0,0.015712553569072387,S
0.0,male,0.3500000000000001,0.0,0.16666666666666666,0.12366716556464086,C
0.5,female,0.6250000000000001,0.0,0.16666666666666666,0.044893010197349675,S
0.5,male,0.6250000000000001,0.125,0.0,0.050748620223090936,S
1.0,female,0.4750000000000001,0.0,0.0,0.015411575213749286,S
1.0,male,0.5160523174157303,0.0,0.0,0.015411575213749286,S
0.0,male,0.30000000000000004,0.0,0.16666666666666666,0.15085515328815924,S
1.0,male,0.6000000000000001,0.0,0.0,0.016891873428256675,S
1.0,male,0.7000000000000001,0.25,0.0,0.015468569817999833,S
1.0,male,0.4750000000000001,0.0,0.0,0.015411575213749286,S
1.0,female,0.30000000000000004,0.0,0.0,0.014931805565640218,S
1.0,male,0.5160523174157303,0.0,0.0,0.015175789316712771,S
1.0,male,0.7250000000000001,0.0,0.0,0.015411575213749286,S
1.0,female,0.5160523174157303,0.125,0.0,0.04713766070721715,Q
0.0,male,0.9500000000000001,0.0,0.0,0.10149724044618187,S
1.0,female,0.13750000000000004,0.125,0.0,0.028212719478023115,C
1.0,male,0.32500000000000007,0.0,0.0,0.015712553569072387,S
1.0,female,0.275,0.125,0.0,0.019177122834302632,S
1.0,female,0.20000000000000004,0.0,0.0,0.028220722145058292,C
1.0,male,0.30000000000000004,0.0,0.0,0.015468569817999833,S
0.5,male,0.5000000000000001,0.125,0.0,0.04098927018018883,S
0.0,male,0.3750000000000001,0.0,0.16666666666666666,0.4831284260198326,C
0.5,male,0.30000000000000004,0.25,0.0,0.1434624456306609,S
1.0,male,0.5160523174157303,0.0,0.0,0.015712553569072387,S
0.5,male,0.5875,0.125,0.0,0.058694292654020104,C
0.5,female,0.5875,0.0,0.0,0.025374310111545468,S
1.0,male,0.07500000000000004,0.125,0.0,0.021942337075458514,C
1.0,male,0.5160523174157303,0.0,0.0,0.015126992566498259,Q
1.0,male,0.3750000000000001,0.0,0.0,0.01393967004027879,S
1.0,female,0.5160523174157303,0.125,0.16666666666666666,0.04364049521284362,C
1.0,male,0.9,0.0,0.0,0.013614293309848433,S
1.0,male,0.6000000000000001,0.0,0.0,0.015411575213749286,C
1.0,male,0.275,0.0,0.0,0.013760683560491965,S
1.0,female,0.9500000000000001,0.125,0.0,0.028302115124416098,S
0.5,female,0.5000000000000001,0.125,0.0,0.050748620223090936,S
0.5,male,0.4,0.0,0.0,0.025374310111545468,S
0.5,male,0.3500000000000001,0.0,0.0,0.02936744577509929,C
0.0,female,0.25,0.0,0.3333333333333333,0.051301584996521765,S
0.0,male,0.7000000000000001,0.125,0.0,0.10364429745562033,S
1.0,male,0.17500000000000002,0.0,0.0,0.01798980030808316,S
0.0,male,0.3750000000000001,0.0,0.0,0.15458810467956932,C
1.0,female,0.5160523174157303,0.0,0.3333333333333333,0.029757819776815374,C
1.0,female,0.32500000000000007,0.0,0.0,0.015126992566498259,S
1.0,female,0.3750000000000001,0.125,0.0,0.030937139635999665,S
1.0,male,0.25,0.0,0.0,0.013175122557917838,Q
0.5,male,0.225,0.0,0.0,0.022446505098674838,S
0.5,male,0.25,0.125,0.16666666666666666,0.07173122281533045,S
1.0,male,0.45000000000000007,0.0,0.0,0.015216388212891242,S
1.0,female,0.0,0.25,0.3333333333333333,0.06709553154495196,S
0.5,male,0.6875000000000001,0.0,0.3333333333333333,0.050748620223090936,S
0.5,male,0.8250000000000001,0.0,0.0,0.025374310111545468,S
0.0,female,0.32500000000000007,0.125,0.0,0.12999454257145598,S
1.0,male,0.7875,0.0,0.3333333333333333,0.028302115124416098,S
1.0,male,0.5160523174157303,0.0,0.0,0.014273049437744325,S
1.0,female,0.17500000000000002,0.0,0.0,0.015094396337354966,Q
1.0,male,0.525,0.0,0.0,0.015712553569072387,S
1.0,male,0.5160523174157303,0.0,0.0,0.016908073949327893,S
1.0,male,0.5160523174157303,1.0,0.3333333333333333,0.13575255909676825,S
1.0,male,0.8750000000000001,0.0,0.16666666666666666,0.031425107138144774,S
0.5,female,0.775,0.0,0.0,0.030741952635141623,S
1.0,male,0.42500000000000004,0.0,0.0,0.015175789316712771,S
1.0,male,0.20000000000000004,0.0,0.0,0.016908073949327893,S
1.0,male,0.0,0.0,0.3333333333333333,0.04006213192611313,S
0.0,female,0.5160523174157303,0.0,0.16666666666666666,0.10735285047192313,S
1.0,female,0.9,0.125,0.6666666666666666,0.05445717323939373,S
0.0,male,0.5160523174157303,0.0,0.0,0.050602229972447406,S
1.0,male,0.4750000000000001,0.0,0.0,0.11027245763075773,S
1.0,male,0.30000000000000004,0.0,0.0,0.015468569817999833,S
1.0,male,0.225,0.125,0.16666666666666666,0.015330377421392339,S
1.0,male,0.5160523174157303,0.375,0.16666666666666666,0.049707687947515,S
0.5,male,0.525,0.0,0.0,0.025374310111545468,S
1.0,male,0.675,0.0,0.0,0.0,S
1.0,female,0.5160523174157303,1.0,0.3333333333333333,0.13575255909676825,S
0.5,male,0.5160523174157303,0.0,0.0,0.02937564362913533,C
1.0,male,0.0,0.5,0.3333333333333333,0.06126431989431795,S
0.0,male,0.5160523174157303,0.0,0.0,0.09759350042902103,S
1.0,female,0.5160523174157303,0.125,0.0,0.030253985132996517,Q
0.0,male,0.9,0.0,0.0,0.051822148727810165,S
1.0,male,0.775,0.125,0.16666666666666666,0.030253985132996517,Q
1.0,male,0.675,0.0,0.0,0.015411575213749286,S
0.5,female,0.5750000000000001,0.0,0.0,0.025374310111545468,S
0.5,male,0.25,0.0,0.0,0.025374310111545468,S
1.0,female,0.25,0.125,0.0,0.015330377421392339,S
0.0,female,0.8750000000000001,0.0,0.0,0.05410739813385612,C
1.0,male,0.5160523174157303,0.0,0.0,0.015126992566498259,Q
1.0,male,0.8250000000000001,0.0,0.16666666666666666,0.01640390592611157,S
1.0,female,0.5160523174157303,0.0,0.0,0.015126992566498259,Q
0.5,female,0.3750000000000001,0.0,0.0,0.025374310111545468,S
1.0,male,0.4750000000000001,0.0,0.0,0.018542765081513996,S
1.0,male,0.5160523174157303,1.0,0.3333333333333333,0.13575255909676825,S
1.0,male,0.6250000000000001,0.0,0.0,0.012678957201736696,S
1.0,male,0.9125,0.0,0.0,0.014102260811993537,C
1.0,male,0.225,0.0,0.0,0.015712553569072387,S
1.0,male,0.5750000000000001,0.125,0.0,0.030937139635999665,S
1.0,male,0.42500000000000004,0.0,0.0,0.036670757786204655,C
1.0,female,0.17500000000000002,0.0,0.0,0.015126992566498259,Q
0.0,male,0.775,0.0,0.0,0.060507970265993034,C
1.0,male,0.3750000000000001,0.0,0.0,0.013760683560491965,S
0.5,female,0.65,0.0,0.0,0.04098927018018883,S
1.0,male,0.32500000000000007,0.0,0.0,0.014151057562208049,S
0.5,male,0.525,0.0,0.0,0.025374310111545468,S
1.0,male,0.5160523174157303,0.125,0.0,0.015126992566498259,Q
0.0,female,0.55,0.125,0.0,0.22109807522194713,C
1.0,female,0.45000000000000007,0.0,0.0,0.015468569817999833,S
0.5,male,0.8250000000000001,0.125,0.0,0.05270049023167135,S
0.0,female,0.5750000000000001,0.0,0.0,0.14891148113361488,C
0.5,male,0.525,0.0,0.0,0.020494635090094415,S
1.0,male,0.17500000000000002,0.0,0.0,0.015712553569072387,S
0.5,male,0.45000000000000007,0.0,0.0,0.025374310111545468,S
1.0,male,0.5160523174157303,0.0,0.0,0.015411575213749286,S
0.0,male,0.7250000000000001,0.125,0.0,0.17566830077223786,S
1.0,male,0.32500000000000007,0.0,0.0,0.018249984580226933,S
0.5,male,0.25,0.0,0.0,0.020494635090094415,S
1.0,male,0.2875000000000001,0.0,0.0,0.014151057562208049,S
0.5,male,0.225,0.0,0.0,0.025374310111545468,S
1.0,female,0.5160523174157303,0.375,0.16666666666666666,0.049707687947515,S
0.0,female,0.65,0.125,0.0,0.16293234896625058,S
1.0,male,0.5000000000000001,0.0,0.0,0.015175789316712771,S
0.5,male,0.3750000000000001,0.0,0.0,0.020494635090094415,S
1.0,female,0.5160523174157303,0.0,0.0,0.014736618564782174,S
0.5,male,0.8750000000000001,0.125,0.0,0.050748620223090936,S
0.5,male,0.25,0.0,0.0,0.020494635090094415,S
0.5,male,0.6000000000000001,0.0,0.0,0.023959204355324663,S
1.0,female,0.5160523174157303,0.125,0.0,0.028212719478023115,C
1.0,female,0.5160523174157303,0.125,0.0,0.030253985132996517,Q
0.5,male,0.5000000000000001,0.0,0.0,0.020494635090094415,S
1.0,male,0.32500000000000007,0.0,0.0,0.013907073811135496,S
1.0,male,0.525,0.0,0.0,0.014102260811993537,C
0.0,male,0.8750000000000001,0.25,0.0,0.17566830077223786,Q
1.0,female,0.4,0.0,0.0,0.015175789316712771,S
0.5,female,0.3750000000000001,0.0,0.3333333333333333,0.028302115124416098,S
0.0,male,0.7000000000000001,0.125,0.16666666666666666,0.10257896680493714,S
1.0,male,0.5160523174157303,0.0,0.0,0.014151057562208049,S
1.0,female,0.5000000000000001,0.125,0.16666666666666666,0.02042143996477265,S
1.0,male,0.525,0.125,0.0,0.031425107138144774,S
1.0,female,0.8000000000000002,0.0,0.3333333333333333,0.039452172548431745,S
1.0,female,0.5000000000000001,0.0,0.3333333333333333,0.029757819776815374,C
0.0,female,0.5160523174157303,0.0,0.0,0.15458810467956932,C
0.0,female,0.525,0.0,0.0,0.16883675574220638,S
0.0,female,0.65,0.0,0.0,1.0,C
1.0,male,0.5160523174157303,0.0,0.0,0.015126992566498259,Q
0.0,male,0.775,0.0,0.0,0.0,S
1.0,female,0.5160523174157303,0.0,0.0,0.015126992566498259,Q
0.5,male,0.675,0.0,0.0,0.020494635090094415,S
1.0,male,0.17500000000000002,0.5,0.16666666666666666,0.07746484096553544,S
1.0,male,0.4,0.125,0.0,0.015175789316712771,S
0.0,female,0.65,0.0,0.0,0.2647385704347907,S
0.0,male,0.5160523174157303,0.0,0.0,0.060507970265993034,S
1.0,male,0.4,0.0,0.0,0.0,S
0.5,female,0.8000000000000002,0.0,0.16666666666666666,0.038061465167318204,S
0.0,male,0.7000000000000001,0.0,0.16666666666666666,0.057970539254838485,C
1.0,female,0.5160523174157303,0.0,0.0,0.015126992566498259,Q
1.0,female,0.9,0.0,0.0,0.015126992566498259,S
0.5,male,0.5160523174157303,0.0,0.0,0.0,S
1.0,female,0.65,0.125,0.16666666666666666,0.03952536767375352,S
1.0,male,0.4750000000000001,0.0,0.0,0.015330377421392339,S
1.0,male,0.17500000000000002,0.0,0.0,0.018542765081513996,S
1.0,male,0.25,0.0,0.0,0.015712553569072387,S
0.0,male,0.5160523174157303,0.0,0.0,0.050748620223090936,S
1.0,male,0.6000000000000001,0.0,0.0,0.016908073949327893,C
1.0,male,0.525,0.0,0.0,0.018542765081513996,S
1.0,male,0.32500000000000007,0.0,0.0,0.015411575213749286,S
0.5,male,0.8250000000000001,0.0,0.0,0.025374310111545468,S
1.0,female,0.32500000000000007,0.0,0.0,0.015126992566498259,Q
0.0,female,0.42500000000000004,0.0,0.0,0.15390495017656614,S
0.0,female,0.25,0.125,0.0,0.17777475888549785,C
0.5,male,0.675,0.0,0.0,0.025130326360472913,C
1.0,female,0.3750000000000001,0.0,0.0,0.01727404957593672,S
1.0,male,0.3750000000000001,0.0,0.0,0.015411575213749286,S
0.0,male,0.5160523174157303,0.0,0.0,0.05410739813385612,C
1.0,male,0.36250000000000004,0.0,0.0,0.014110458666029575,C
0.0,male,0.5160523174157303,0.0,0.0,0.05953203526170282,S
1.0,female,0.5160523174157303,0.0,0.0,0.015126992566498259,Q
1.0,male,0.5160523174157303,0.25,0.0,0.04538097769949478,Q
1.0,male,0.25,0.0,0.0,0.0,S
0.5,female,0.5160523174157303,0.0,0.0,0.024105594605968193,Q
1.0,male,0.5160523174157303,0.0,0.0,0.015712553569072387,S
0.0,female,0.5160523174157303,0.0,0.0,0.21642978772242535,C
0.0,female,0.20000000000000004,0.125,0.0,0.2125586439344078,C
0.5,male,0.525,0.125,0.0,0.04684488020593009,C
0.0,female,0.525,0.0,0.0,0.11111839809247648,C
0.0,female,0.3750000000000001,0.0,0.0,0.16231419173453318,C
0.0,female,0.225,0.25,0.3333333333333333,0.5121218935012878,C
0.5,female,0.42500000000000004,0.125,0.16666666666666666,0.050748620223090936,S
1.0,male,0.4750000000000001,0.0,0.0,0.015411575213749286,S
0.5,male,0.85,0.125,0.16666666666666666,0.05123658772523604,S
1.0,female,0.42500000000000004,0.0,0.0,0.015330377421392339,S
0.5,female,0.3750000000000001,0.125,0.0,0.050748620223090936,S
0.0,female,0.55,0.0,0.3333333333333333,0.32179836714362564,S
0.0,female,0.775,0.125,0.16666666666666666,0.2625265161540666,C
1.0,male,0.32500000000000007,0.0,0.0,0.014151057562208049,S
1.0,male,0.45000000000000007,0.0,0.0,0.015411575213749286,S
0.5,female,0.525,0.0,0.0,0.024105594605968193,Q
0.5,female,0.32500000000000007,0.125,0.16666666666666666,0.056604230248832196,S
1.0,male,0.5160523174157303,1.0,0.3333333333333333,0.13575255909676825,S
0.0,female,0.675,0.0,0.0,0.2647385704347907,C
0.5,female,0.675,0.0,0.0,0.025374310111545468,S
1.0,female,0.55,0.125,0.16666666666666666,0.04006213192611313,S
0.0,female,0.17500000000000002,0.0,0.16666666666666666,0.11316786160148591,C
1.0,female,0.5160523174157303,0.25,0.0,0.04538097769949478,Q
0.0,male,0.9125,0.0,0.0,0.055628295244541985,S
0.0,male,0.7250000000000001,0.0,0.16666666666666666,0.2995388511917728,S
1.0,male,0.17500000000000002,0.25,0.0,0.03513366015444757,S
0.0,female,0.5160523174157303,0.125,0.0,0.2608674266467732,S
1.0,male,0.5160523174157303,0.0,0.0,0.015411575213749286,S
0.0,male,0.5000000000000001,0.125,0.0,0.12999454257145598,S
0.0,female,0.8000000000000002,0.0,0.0,0.2625265161540666,C
1.0,male,0.9,0.0,0.0,0.015712553569072387,S
0.0,male,0.9,0.0,0.0,0.06929138530460494,S
0.0,female,0.3750000000000001,0.375,0.3333333333333333,0.5133418122566507,S
0.5,male,0.4750000000000001,0.0,0.0,0.025374310111545468,S
0.5,male,0.4,0.0,0.0,0.025374310111545468,S
0.5,male,0.675,0.0,0.0,0.025374310111545468,S
0.5,female,0.3750000000000001,0.0,0.0,0.025374310111545468,S
0.5,female,0.775,0.0,0.0,0.025374310111545468,S
1.0,female,0.5160523174157303,0.125,0.0,0.031425107138144774,S
1.0,male,0.8250000000000001,0.0,0.0,0.016908073949327893,S
1.0,male,0.3500000000000001,0.0,0.0,0.01800600082915438,S
0.0,male,0.5160523174157303,0.0,0.0,0.06831545030031472,S
1.0,male,0.15,0.125,0.16666666666666666,0.014110458666029575,C
1.0,male,0.4,0.125,0.0,0.034743286152731485,S
1.0,male,0.5160523174157303,0.0,0.0,0.014102260811993537,C
1.0,male,0.4750000000000001,0.0,0.0,0.018542765081513996,S
0.0,female,0.32500000000000007,0.0,0.16666666666666666,0.10735285047192313,S
0.5,female,0.7250000000000001,0.0,0.0,0.025374310111545468,S
1.0,female,0.5160523174157303,0.0,0.0,0.01537917417160685,Q
1.0,female,0.5160523174157303,0.0,0.0,0.01537917417160685,Q
1.0,male,0.775,0.125,0.6666666666666666,0.05445717323939373,S
0.5,male,0.5000000000000001,0.125,0.0,0.05410739813385612,C
1.0,female,0.9,0.0,0.16666666666666666,0.028212719478023115,C
1.0,male,0.65,0.0,0.0,0.013760683560491965,S
1.0,male,0.5160523174157303,0.125,0.0,0.030253985132996517,Q
1.0,male,0.525,0.0,0.0,0.014151057562208049,S
1.0,female,0.5160523174157303,0.0,0.0,0.014110458666029575,C
1.0,female,0.5160523174157303,0.0,0.0,0.015126992566498259,Q
0.0,female,0.3750000000000001,0.0,0.0,0.13526459159462315,C
0.0,male,0.4,0.125,0.0,0.1082149914547131,C
1.0,male,0.225,0.125,0.0,0.012678957201736696,S
1.0,male,0.25,0.0,0.0,0.015712553569072387,S
0.0,male,0.32500000000000007,0.0,0.0,0.2647385704347907,C
0.0,female,0.5160523174157303,0.125,0.0,0.16038672010106003,C
1.0,female,0.32500000000000007,0.0,0.0,0.014151057562208049,S
0.0,male,0.45000000000000007,0.0,0.3333333333333333,0.41282050681475896,C
1.0,male,0.275,0.0,0.0,0.007831878409428937,C
1.0,male,0.25,0.0,0.0,0.015175789316712771,S
0.0,female,0.8250000000000001,0.0,0.0,0.4440992237022602,C
1.0,male,0.5750000000000001,0.0,0.0,0.015468569817999833,S
0.0,female,0.65,0.125,0.0,0.10149724044618187,S
1.0,male,0.5160523174157303,0.0,0.0,0.015411575213749286,S
0.5,male,0.225,0.0,0.0,0.1434624456306609,S
0.5,female,0.675,0.0,0.0,0.025374310111545468,S
1.0,male,0.5160523174157303,0.0,0.0,0.015086393670319786,Q
0.5,female,0.20000000000000004,0.0,0.0,0.023422440102965045,C
0.0,male,0.675,0.125,0.3333333333333333,0.23422440102965048,S
1.0,male,0.30000000000000004,0.0,0.0,0.015216388212891242,S
1.0,male,0.4750000000000001,0.25,0.0,0.015468569817999833,S
0.0,female,0.3500000000000001,0.125,0.0,0.22109807522194713,C
1.0,female,0.3750000000000001,0.0,0.3333333333333333,0.03259622914329302,S
1.0,male,0.32500000000000007,0.0,0.0,0.015216388212891242,S
1.0,female,0.55,0.0,0.0,0.015330377421392339,S
0.5,male,0.9250000000000002,0.0,0.0,0.050748620223090936,S
0.5,male,0.3500000000000001,0.0,0.0,0.020494635090094415,S
0.5,female,0.4750000000000001,0.0,0.0,0.02469115560854232,S
1.0,male,0.7500000000000001,0.0,0.0,0.015468569817999833,S
1.0,male,0.42500000000000004,0.0,0.0,0.015712553569072387,S
1.0,female,0.30000000000000004,0.125,0.0,0.019177122834302632,S
1.0,male,0.4750000000000001,0.125,0.0,0.030937139635999665,S
1.0,female,0.275,0.0,0.0,0.016908073949327893,S
0.5,male,0.6250000000000001,0.125,0.0,0.04098927018018883,S
1.0,male,0.30000000000000004,0.0,0.0,0.015175789316712771,S
1.0,female,0.5160523174157303,0.375,0.16666666666666666,0.049707687947515,S
1.0,male,0.5160523174157303,0.0,0.0,0.015411575213749286,S
1.0,male,0.5160523174157303,0.0,0.0,0.013386510079847098,Q
0.0,female,0.6000000000000001,0.125,0.0,0.17566830077223786,Q
0.5,male,0.5160523174157303,0.0,0.0,0.0,S
1.0,male,0.8750000000000001,0.0,0.0,0.015468569817999833,S
1.0,female,0.5160523174157303,0.0,0.0,0.015712553569072387,S
0.5,female,0.6250000000000001,0.125,0.16666666666666666,0.06343577527886367,S
0.5,female,0.225,0.0,0.3333333333333333,0.025374310111545468,S
0.5,male,0.525,0.0,0.0,0.025374310111545468,S
1.0,female,0.024999999999999994,0.0,0.3333333333333333,0.04713766070721715,S
1.0,male,0.5160523174157303,0.0,0.0,0.015411575213749286,C
1.0,male,0.30000000000000004,0.0,0.0,0.015094396337354966,Q
1.0,male,0.5000000000000001,0.0,0.0,0.015370976317570811,S
1.0,female,0.4750000000000001,0.125,0.16666666666666666,0.028106928123558056,S
1.0,male,0.225,0.125,0.16666666666666666,0.039452172548431745,S
1.0,male,0.5160523174157303,0.0,0.0,0.014151057562208049,S
0.5,female,0.4750000000000001,0.125,0.0,0.050748620223090936,S
0.5,female,0.25,0.0,0.0,0.050748620223090936,S
1.0,male,0.5160523174157303,0.0,0.0,0.015126992566498259,Q
1.0,male,0.5750000000000001,0.0,0.0,0.015712553569072387,S
0.0,male,0.4750000000000001,0.0,0.0,0.051822148727810165,S
1.0,female,0.5160523174157303,0.125,0.0,0.031425107138144774,S
0.5,female,0.8250000000000001,0.125,0.0,0.050748620223090936,S
1.0,male,0.20000000000000004,0.0,0.0,0.013907073811135496,S
0.0,female,0.12500000000000003,0.125,0.3333333333333333,0.23422440102965048,S
1.0,female,0.30000000000000004,0.25,0.3333333333333333,0.06709553154495196,S
0.5,female,0.3750000000000001,0.25,0.5,0.03659756266088288,S
0.5,male,0.55,0.0,0.0,0.020494635090094415,S
0.5,female,0.9,0.125,0.16666666666666666,0.05123658772523604,S
1.0,male,0.275,0.0,0.0,0.018542765081513996,S
1.0,male,0.4,0.125,0.0,0.015175789316712771,S
0.5,female,0.4750000000000001,0.0,0.0,0.025374310111545468,S
1.0,male,0.5160523174157303,0.0,0.0,0.015834545444608664,S
0.5,female,0.1,0.0,0.16666666666666666,0.038061465167318204,S
0.0,male,0.6250000000000001,0.0,0.0,0.051822148727810165,S
0.5,male,0.675,0.125,0.3333333333333333,0.05416439273810667,S
1.0,male,0.5160523174157303,0.125,0.0,0.03897240290032268,S
0.0,male,0.525,0.0,0.0,0.05416439273810667,C
0.0,male,1.0,0.125,0.0,0.17391981561855152,C
1.0,male,0.5160523174157303,0.0,0.0,0.015712553569072387,S
1.0,male,0.5000000000000001,0.0,0.0,0.015411575213749286,C
0.0,female,0.5160523174157303,0.125,0.0,0.10122885832000206,S
1.0,male,0.5160523174157303,0.0,0.0,0.015126992566498259,Q
0.0,male,0.9750000000000002,0.0,0.0,0.051822148727810165,S
1.0,male,0.6250000000000001,0.0,0.0,0.015712553569072387,S
0.0,male,0.9500000000000001,0.0,0.0,0.07514699533034619,S
0.5,male,0.9750000000000002,0.0,0.0,0.025374310111545468,S
1.0,male,0.5160523174157303,0.0,0.0,0.015712553569072387,S
1.0,male,0.7250000000000001,0.0,0.0,0.013760683560491965,S
0.5,male,0.5160523174157303,0.0,0.0,0.0,S
1.0,male,0.5160523174157303,0.0,0.0,0.015078195816283748,Q
1.0,male,0.5160523174157303,0.0,0.0,0.014151057562208049,S
1.0,male,0.7250000000000001,0.0,0.0,0.016908073949327893,S
0.5,female,0.6000000000000001,0.125,0.3333333333333333,0.05416439273810667,S
0.5,female,0.3500000000000001,0.0,0.0,0.026919605597338588,C
1.0,female,0.32500000000000007,0.0,0.0,0.019201521209409888,S
0.0,male,0.5160523174157303,0.0,0.0,0.10149724044618187,S
0.5,male,0.6250000000000001,0.125,0.0,0.04098927018018883,S
1.0,male,0.5000000000000001,0.125,0.0,0.013752485706455927,S
1.0,male,0.32500000000000007,0.0,0.0,0.014679623960531627,S
1.0,male,0.0,0.625,0.3333333333333333,0.09154270340242172,S
0.5,male,0.5160523174157303,0.0,0.0,0.0,S
0.0,male,0.4,0.125,0.0,0.17777475888549785,C
1.0,female,0.5160523174157303,0.375,0.16666666666666666,0.049707687947515,S
0.0,female,0.65,0.125,0.0,0.17566830077223786,S
1.0,male,0.525,0.0,0.0,0.015712553569072387,S
